Item type,Authors,Title,Date published
Journal Article,"Kocsor A,Dombi J,Balint I",Inequality-based approximation of matrix eigenvectors,2002
Book,"Cullum JK,Willoughby R",Lanczos algorithms for large symmetric eigenvalue computations. Vol. 1,2002
Journal Article,"Hosoda Y,Hokoda M,Hasegawa T",A singular value decomposition algorithm for rank-deficient matrices,2002
Journal Article,"Huang L,Jiang YL,Chen MM,Lin X",On parallel implementation of dynamic equations for solving eigenvalue problems of complex matrices,2002
Journal Article,"Ikramov KD,Nazari AM",A remarkable consequence of Malyshev's formula,2002
Journal Article,"Hernandez MA,Rubio MJ",A uniparametric family of iterative processes for solving nondifferentiable equations,2002
Journal Article,"Agaev RP,Chebotarev PY",On the determination of the eigenprojection and components of a matrix,2002
Journal Article,"Jia Z,Zhang Y",A refined shift-and-invert Arnoldi algorithm for large unsymmetric generalized eigenproblems,2002
Journal Article,Shashikhin VN,Robust stabilization of linear interval systems,2002
Journal Article,"Calvetti D,Kim SM,Reichel L",The restarted $QR$-algorithm for eigenvalue computation of structured matrices,2002
Journal Article,"Wright TG,Trefethen LN",Pseudospectra of rectangular matrices,2002
Journal Article,"Peluso RI,Piazza G",A unified convergence theory for $LR$ and $QR$ algorithms applied to symmetric eigenvalue problems,2002
Journal Article,"Grammont L,Largillier A",On $\epsilon $-spectra and stability radii,2002
Journal Article,"Wang TL,Gragg W",Convergence of the shifted $QR$ algorithm for unitary Hessenberg matrices,2002
Journal Article,"Godunov SK,Nechepurenko YM",Estimates for the rate of convergence of Newton's method for computing invariant subspaces,2002
Journal Article,"Wu JM,Shen LJ",Spectral analysis of the first-order Hermite cubic spline collocation differentiation matrices,2002
Journal Article,"Chen GZ,Jia Z",A reverse order implicit $Q$-theorem and the Arnoldi process,2002
Journal Article,"Bindel D,Demmel J,Kahan W,Marques O",On computing Givens rotations reliably and efficiently,2002
Journal Article,Pato MP,Level repulsion and the dynamical diagonalization of matrices,2002
Journal Article,Jia Z,The refined harmonic Arnoldi method and an implicitly restarted refined algorithm for computing interior eigenpairs of large matrices,2002
Journal Article,"Absil PA,Mahony R,Sepulchre R,Van Dooren P",A Grassmann-Rayleigh quotient iteration for computing invariant subspaces,2002
Journal Article,"Golub G,Ye Q",An inverse free preconditioned Krylov subspace method for symmetric generalized eigenvalue problems,2002
Journal Article,"Henry G,Watkins D,Dongarra JJ",A parallel implementation of the nonsymmetric QR algorithm for distributed memory architectures,2002
Journal Article,Stewart GW,Adjusting the Rayleigh quotient in semiorthogonal Lanczos methods,2002
Journal Article,"Hiptmair R,Neymeyr K",Multilevel method for mixed eigenproblems,2002
Journal Article,Zworski M,Numerical linear algebra and solvability of partial differential equations,2002
Journal Article,"Huhtanen M,Larsen RM",Exclusion and inclusion regions for the eigenvalues of a normal matrix,2002
Journal Article,"Freiling G,Mehrmann V,Xu H","Existence, uniqueness, and parametrization of Lagrangian invariant subspaces",2002
Journal Article,"Chu MT,Funderlic RE",The centroid decomposition: relationships between discrete variational decompositions and SVDs,2002
Journal Article,"Braman K,Byers R,Mathias R",The multishift $QR$ algorithm. II. Aggressive early deflation,2002
Journal Article,"Braman K,Byers R,Mathias R",The multishift $QR$ algorithm. I. Maintaining well-focused shifts and level 3 performance,2002
Journal Article,Stathopoulos A,A case for a biorthogonal Jacobi-Davidson method: restarting and correction equation,2002
Journal Article,"Benner P,Byers R,Mehrmann V,Xu H",Numerical computation of deflating subspaces of skew-Hamiltonian/Hamiltonian pencils,2002
Journal Article,"Arbenz P,Drmac Z",On positive semidefinite matrices with known null space,2002
Journal Article,"Liang J,Zhang Y",Eigensubspace estimation using discrete recurrent neural networks,2002
Journal Article,Fortune S,An iterated eigenvalue algorithm for approximating roots of univariate polynomials,2002
Journal Article,Ng M,A fast algorithm for blind channel identification,2002
Journal Article,"Gansterer WN,Ward RC,Muller RP",An extension of the divide-and-conquer method for a class of symmetric block-tridiagonal eigenproblems,2002
Journal Article,"Higham NJ,Tisseur F",More on pseudospectra for polynomial eigenvalue problems and applications in control theory,2002
Journal Article,"Robbe M,Sadkane M",Riccati-based preconditioner for computing invariant subspaces of large matrices,2002
Journal Article,Engwerda JC,Solving the scalar feedback Nash algebraic Riccati equations: an eigenvector approach,2002
Journal Article,Hasanov VI,On iterative methods for solving the spectral $J$-symmetric problem,2002
Journal Article,"Kharab A,Kharab R",A new method for finding the eigenpairs of symmetric interval matrices,2002
Journal Article,Neymeyr K,A posteriori error estimation for elliptic eigenproblems,2002
Journal Article,"Gao ZX,Huang TZ",Equivalent conditions of block $H$-matrices,2002
Journal Article,Pini G,Leftmost eigenvalue of real and complex sparse matrices on parallel computer using approximate inverse preconditioning,2002
Journal Article,Matejas J,Convergence of scaled iterates by the Jacobi method,2002
Journal Article,"Andrew AL,Tan RC",Iterative computation of higher derivatives of repeated eigenvalues and the corresponding eigenvectors,2002
Journal Article,Liu WJ,The construction of an eigenvalue method by sparse polynomial equations and its equivalence theorem,2002
Journal Article,Przybylska M,On matrix differential equations and abstract FG algorithm,2002
Journal Article,"Mezher D,Philippe B",PAT---a reliable path-following algorithm,2002
Journal Article,"Simoncini V,Elden L",Inexact Rayleigh quotient-type methods for eigenvalue computations,2002
Journal Article,"Dopico F,Moro J",Perturbation theory for simultaneous bases of singular subspaces,2002
Journal Article,"Benner P,Mehrmann V,Xu H",Perturbation analysis for the eigenvalue problem of a formal product of matrices,2002
Journal Article,Janovska D,Decomposition of an updated correlation matrix via hyperbolic transformations,2002
Journal Article,Van der Vorst H,Computational methods for large eigenvalue problems,2002
Journal Article,"Andreozzi F,Porrino A,Lo Iudice N",A simple iterative algorithm for generating selected eigenspaces of large matrices,2002
Journal Article,"Gorsich DJ,Genton MG,Strang G",Eigenstructures of spatial design matrices,2002
Journal Article,"Bekas C,Gallopoulos E",Parallel computation of pseudospectra by fast descent,2002
Journal Article,"Mezher D,Philippe B",Parallel computation of pseudospectra of large sparse matrices,2002
Journal Article,Shen GX,"Fast algorithms for the products and eigenvalues of $mn$-order $(R,r)$-block circulant matrices",2002
Journal Article,Van den Eshof J,The convergence of Jacobi-Davidson iterations for Hermitian eigenproblems,2002
Journal Article,"Tyrtyshnikov EE,Zamarashkin NL",Toeplitz eigenvalues for Radon measures,2002
Journal Article,Notay Y,Combination of Jacobi-Davidson and conjugate gradients for the partial symmetric eigenproblem,2002
Journal Article,Lu L,Perron complement and Perron root,2002
Journal Article,"Alfa AS,Xue J,Ye Q",Accurate computation of the smallest eigenvalue of a diagonally dominant $M$-matrix,2002
Journal Article,Neymeyr K,A geometric theory for preconditioned inverse iteration applied to a subspace,2002
Journal Article,"Bergamaschi L,Pini G,Sartoretto F",Parallel preconditioning of a sparse eigensolver,2001
Journal Article,"Kocsor A,Dombi J,Balint I",An optimization based algorithm for determining eigenpairs of large real pairs,2001
Journal Article,Voss H,A variant of the inverted Lanczos method,2001
Journal Article,Meerbergen K,The Lanczos method with semi-definite inner product,2001
Journal Article,"Gansterer WN,Schneid J,Ueberhuber CW",A low-complexity divide-and-conquer method for computing eigenvalues and eigenvectors of symmetric band matrices,2001
Journal Article,"Van der Mee CV,Rodriguez G,Seatzu S",Spectral factorization of bi-infinite block Toeplitz matrices with applications,2001
Journal Article,"Baranyi P,Varkonyi-Koczy A,Varlaki P,Michelberger P,Patton RJ",Singular value based model approximation,2001
Journal Article,Drmac Z,Accuracy and stability in numerical linear algebra,2001
Journal Article,"Matejas J,Hari V",Scaled iterates by Kogbetliantz method,2001
Journal Article,Still G,How to split the eigenvalues of a one-parameter family of matrices,2001
Journal Article,"Kawamura T,Shima M",Stability analysis of the characteristic polynomials whose coefficients are polynomials of interval parameters via monotonicity methods,2001
Journal Article,"Bertrand O,Philippe B",Counting the eigenvalues surrounded by a closed curve,2001
Journal Article,Zivkovic TP,Augmentation of the generalised $n\times n$ eigenvalue equation to a generalised $(n+1)\times (n+1)$ eigenvalue equation,2001
Journal Article,"Forjaz MA,Ralha R",An efficient parallel algorithm for the symmetric tridiagonal eigenvalue problem,2001
Journal Article,Khattree R,On the calculation of antieigenvalues and antieigenvectors,2001
Journal Article,"Lundstroem E,Elden L",Adaptive eigenvalue computations using Newton's method on the Grassmann manifold,2001-02
Journal Article,Barlow JL,More accurate bidiagonal reduction for computing the singular value decomposition,2001-02
Journal Article,Stewart GW,A Krylov-Schur algorithm for large eigenproblems,2001-02
Journal Article,Guo H,IRR: an algorithm for computing the smallest singular value of large scale matrices,2001
Journal Article,Kharab A,Eigenpairs of symmetric matrices using the quadratic method and the method of subdefinite calculations,2001
Journal Article,"Ziegler M,Brattka V",A computable spectral theorem,2001
Book,"Ahues M,Largillier A,Limaye BV",Spectral computations for bounded operators,2001
Journal Article,"Kovac Striko E,Veselic K",Block diagonalization of nearly diagonal matrices,2001
Journal Article,Robbe M,Une generalisation de l'approximation de Rayleigh-Ritz,2001
Journal Article,,"Erratum: ``Optimal representation of multivariate functions or data in visualizable low-dimensional spaces'' [Chinese Sci. Bull. \bf 46 (2001), no. 16, 1337--1345; MR1860941 (2002j:41024a)] by J. Song",2001
Journal Article,Ishihara K,Iterative methods for eigenvalue problems with nondifferentiable normalized condition of a general complex matrix,2001
Journal Article,"McDonald EJ,Higham DJ",Error analysis of QR algorithms for computing Lyapunov exponents,2001
Journal Article,Wang LP,A numerical method of finding all the eigenvalues of a nonderogatory matrix,2001
Journal Article,Li GH,A parallel modified quasi-Laguerre algorithm for symmetric tridiagonal eigenproblems,2001
Journal Article,Lehoucq RB,Implicitly restarted Arnoldi methods and subspace iteration,2001
Journal Article,"Davies PI,Higham NJ,Tisseur F",Analysis of the Cholesky method with iterative refinement for solving the symmetric definite generalized eigenproblem,2001
Journal Article,Huhtanen M,A stratification of the set of normal matrices,2001
Journal Article,Cao ZH,Convergence of block two-stage iterative methods for symmetric positive definite systems,2001
Journal Article,"Lin WW,Xu QF,Yeh FB",Invariant subspace approach to linear $H_\infty $-control via measurement feedback,2001
Journal Article,Jiang EX,An extension of the roots separation theorem,2001
Journal Article,Wu PJ,Diagonalization of Bezout matrices,2001
Journal Article,"Garzon EM,Garcia I",Parallel implementation for large and sparse eigenproblems,2001
Journal Article,"Bekas C,Gallopoulos E",Cobra: parallel path following for computing the matrix pseudospectrum,2001
Journal Article,"Katagiri T,Kanada Y",An efficient implementation of parallel eigenvalue computation for massively parallel processing,2001
Journal Article,Mailybaev AA,Computation of multiple eigenvalues and Jordan chains of vectors for parameter-dependent matrices,2001
Journal Article,"Kobayashi M,Dupret G,King O,Samukawa H",Estimation of singular values of very large matrices using random sampling,2001
Journal Article,Hochstenbach ME,A Jacobi-Davidson type SVD method,2001
Journal Article,"Wright TG,Trefethen LN",Large-scale computation of pseudospectra using ARPACK and eigs,2001
Journal Article,"Embree M,Trefethen LN",Generalizing eigenvalue theorems to pseudospectra theorems,2001
Journal Article,"Yang C,Peyton BW,Noid DW,Sumpter BG,Tuzun RE",Large-scale normal coordinate analysis for molecular structures,2001
Journal Article,"Bai Z,Freund RW",A symmetric band Lanczos process based on coupled recurrences and some applications,2001
Journal Article,Knyazev A,Toward the optimal preconditioned eigensolver: locally optimal block preconditioned conjugate gradient method,2001
Journal Article,"Tisseur F,Meerbergen K",The quadratic eigenvalue problem,2001
Journal Article,Song J,Optimal representation of multivariate functions or data in visualizable low-dimensional spaces,2001
Journal Article,"Di Lena G,Peluso RI,Piazza G",A shift for accurate singular values in the differential qd algorithm,2001
Journal Article,"Shepard R,Wagner AF,Tilson JL,Minkoff M",The subspace projected approximate matrix (SPAM) modification of the Davidson method,2001
Journal Article,"Lin WW,Sun JG",Perturbation analysis for the eigenproblem of periodic matrix pairs,2001
Journal Article,"Tisseur F,Higham NJ","Structured pseudospectra for polynomial eigenvalue problems, with applications",2001
Journal Article,Tisseur F,Stability of structured Hamiltonian eigensolvers,2001
Journal Article,"Potts D,Steidl G",Preconditioning of Hermitian block-Toeplitz-Toeplitz-block matrices by level-1 preconditioners,2001
Journal Article,"Demmel J,Koev P",Necessary and sufficient conditions for accurate and efficient rational function evaluation and factorizations of rational matrices,2001
Journal Article,Stewart M,Stability properties of several variants of the unitary Hessenberg $QR$ algorithm,2001
Book,Stewart GW,Matrix algorithms. Vol. II,2001
Journal Article,"Pereira E,Vitoria J",Deflation for block eigenvalues of block partitioned matrices with an application to matrix polynomials of commuting matrices,2001
Journal Article,"Han JX,Feng W",A method for diagonalizing flexural matrix $H$ of partial hybrid finite element,2001
Journal Article,"Calvetti D,Lewis B,Reichel L",Partial eigenvalue assignment for large linear control systems,2001
Journal Article,"Kofidis E,Regalia PA",Tensor approximation and signal processing applications,2001
Journal Article,Oishi S,High speed precision assurance of numerical solutions to eigenvalue problems,2001
Journal Article,"Martikainen J,Rossi T,Toivanen J",Computation of a few smallest eigenvalues of elliptic operators using fast elliptic solvers,2001
Journal Article,"Bazan FS,Toint PL",Error analysis of signal zeros from a related companion matrix eigenvalue problem,2001
Journal Article,"Cheng SS,Hsieh FY",Existence and localization theorems for a discrete nonlinear eigenvalue problem,2001
Journal Article,"Benner P,Byers R",Evaluating products of matrix pencils and collapsing matrix products,2001
Journal Article,Steffen B,Subspace methods for large sparse interior eigenvalue problems,2001
Journal Article,"Marek I,Mayer P",Iterative aggregation/disaggregation methods for computing stationary probability vectors of stochastic matrices can be finitely terminating,2001
Journal Article,"Ovtchinnikov E,Xanthis LS",Successive eigenvalue relaxation: a new method for the generalized eigenvalue problem and convergence estimates,2001
Journal Article,"Lee CH,Lee ST",On the estimation of solution bounds of the generalized Lyapunov equations and the robust root clustering for the linear perturbed systems,2001
Journal Article,Zhang YH,The sufficient conditions for the solvability of algebraic inverse eigenvalue problem with Hermitian matrices,2001
Journal Article,Zhang FX,The smoothing method for finding the largest eigenvalue of nonnegative matrices,2001
Journal Article,Auchmuty G,Algorithms and merit functions for the principal eigenvalue,2001
Journal Article,Bunge CF,Fast eigensolver for dense real-symmetric matrices,2001
Journal Article,"Chen JB,Ao HF",Initial vector and iterating control in seeking for the eigenvalues and eigenvectors of a matrix by a matrix interation method,2001
Journal Article,Chizhonkov EV,On a solution of a Stokes-type algebraic system under block-diagonal preconditioning,2001
Journal Article,"Ikramov KD,Saveleva NV",On two approaches to the problem of the common invariant subspace of a pair of matrices,2001
Journal Article,"Kakarala R,Ogunbona PO",Signal analysis using a multiresolution form of the singular value decomposition,2001
Journal Article,Lin FR,Preconditioners for block Toeplitz systems based on circulant preconditioners,2001
Journal Article,Fassbender H,The parameterized SR algorithm for symplectic (butterfly) matrices,2001
Journal Article,Cao ZH,A note on properties of splittings of singular symmetric positive semidefinite matrices,2001
Journal Article,"Dieci L,Friedman M",Continuation of invariant subspaces,2001
Journal Article,Zhao YP,A recursive algorithm for estimating the bounds of the eigenvalues of a symmetric matrix,2001
Journal Article,"Zamarashkin NL,Tyrtyshnikov EE",Estimates for the eigenvalues of Hankel matrices,2001
Journal Article,Zemke JP,How orthogonality is lost in Krylov methods,2001
Journal Article,Cuyt A,Symbolic-numeric QD-algorithms with applications in function theory and linear algebra,2001
Journal Article,"Alefeld G,Kreinovich V,Maximenko EA",Modifications of the Oettli-Prager theorem with application to the eigenvalue problem,2001
Journal Article,Varga RS,Gersgorin-type eigenvalue inclusion theorems and their sharpness,2001
Journal Article,Fierro RD,"Lanczos, Householder transformations, and implicit deflation for fast and reliable dominant singular subspace computation",2001
Journal Article,"Fukuda M,Kojima M",Branch-and-cut algorithms for the bilinear matrix inequality eigenvalue problem,2001
Journal Article,"Gu G,Cao ZH",A block GMRES method augmented with eigenvectors,2001
Journal Article,Vazquez Silva E,On the stability of a class of polytopes of third order square matrices and stability radius,
Journal Article,Urquiza Salgado R,Method for computing the time-dependent real stability radius in the two-dimensional case,
Journal Article,"Chan RH,Yip MH,Leung CW,Ng M",Circulant preconditioners for ill-conditioned Hermitian Toeplitz matrices,2001
Journal Article,"Burke JV,Lewis A,Overton ML",Optimal stability and eigenvalue multiplicity,2001
Journal Article,"Huang XT,Liu H",A constrained optimization problem of inhomogeneous eigenvalues for symmetric triple diagonal matrices,2001
Journal Article,Jia Z,Residuals of refined projection methods for large matrix eigenproblems,2001
Journal Article,Van der Woude JW,"A simplex-like method to compute the eigenvalue of an irreducible (max, +)-system",2001
Journal Article,"Bendtsen C,Nielsen OH,Hansen LB",Solving large nonlinear generalized eigenvalue problems from density functional theory calculations in parallel,2001
Journal Article,"Qiu Z,Mueller P,Frommer A",An approximate method for the standard interval eigenvalue problem of real non-symmetric interval matrices,2001
Journal Article,"Zhang Z,Zha H",Structure and perturbation analysis of truncated SVDs for column-partitioned matrices,2001
Journal Article,Tisseur F,Newton's method in floating point arithmetic and iterative refinement of generalized eigenvalue problems,2001
Journal Article,Pena JM,A class of $P$-matrices with applications to the localization of the eigenvalues of a real matrix,2001
Journal Article,Stewart GW,A generalization of Saad's theorem on Rayleigh-Ritz approximations,2001
Journal Article,"Huang SW,Carrington Tucker J",Calculating interior eigenvalues and eigenvectors with an implicitly restarted and a filter diagonalization method,2001
Journal Article,Feng YT,An integrated Davidson and multigrid solution approach for very large scale symmetric eigenvalue problems,2001
Journal Article,"Zhou Z,Zhao J",An improved GMRES method augmented with eigenvectors,2001
Journal Article,"Antoulas AC,Sorensen DC","Lyapunov, Lanczos, and inertia",2001
Journal Article,"Strang G,Zhou DX",The limits of refinable functions,2001
Journal Article,Melman A,Extreme eigenvalues of real symmetric Toeplitz matrices,2001
Journal Article,Ibragimov M,A method of calculating the spectral radius of a nonnegative matrix and its applications,2001
Journal Article,Yamamoto N,A simple method for error bounds of eigenvalues of symmetric matrices,2001
Journal Article,Rump SM,Computational error bounds for multiple or nearly multiple eigenvalues,2001
Journal Article,Oishi S,Fast enclosure of matrix eigenvalues and singular values via rounding mode controlled computation,2001
Journal Article,"Cheung WS,Li CK,Olesky DD,Van den Driessche P",Optimizing quadratic forms of adjacency matrices of trees and related eigenvalue problems,2001
Journal Article,"Ferng WR,Lin WW,Pierce DJ,Wang CS",Nonequivalence transformation of $\lambda $-matrix eigenproblems and model embedding approach to model tuning,2001
Journal Article,Meerbergen K,Changing poles in the rational Lanczos method for the Hermitian eigenvalue problem,2001
Journal Article,Neymeyr K,A geometric theory for preconditioned inverse iteration. II. Convergence estimates,2001
Journal Article,Neymeyr K,A geometric theory for preconditioned inverse iteration. I. Extrema of the Rayleigh quotient,2001
Journal Article,Wang TL,Convergence of the tridiagonal QR algorithm,2001
Journal Article,Reif JH,"Efficient parallel computation of the characteristic polynomial of a sparse, separable matrix",2001
Journal Article,"Liao AP,Zhang L,Hu XY",Conditions for the existence of a unique solution for inverse eigenproblems of tridiagonal symmetric matrices,2000
Journal Article,"Jia Z,Stewart GW",An analysis of the Rayleigh-Ritz method for approximating eigenspaces,2001
Journal Article,Bazan FS,Eigenvalue sensitivity in the recovery of experimental data,2000
Journal Article,"Voitovich NN,Yaroshko SM,Yaroshko SA",A posteriori error estimation for the computation of the characteristic numbers by a modified method of successive approximations,2000
Journal Article,Kaufman L,Band reduction algorithms revisited,2000
Journal Article,Kaufman L,An observation on bisection software for the symmetric tridiagonal eigenvalue problem,2000
Journal Article,Guyker J,Approximating eigenvectors,2000
Journal Article,Soto y Koelemeijer G,"The power and Howard algorithm in the $(\max ,+)$ semiring",2000
Journal Article,Nouri FZ,Spectral portrait for non-Hermitian large sparse matrices,2000
Journal Article,"Mehrmann V,Watkins D",Structure-preserving methods for computing eigenpairs of large sparse skew-Hamiltonian/Hamiltonian pencils,2000
Book,,Numerical analysis 2000. Vol. 3,2000
Journal Article,"Kang Z,Chatterjee C,Roychowdhury VP",An adaptive quasi-Newton algorithm for eigensubspace estimation,2000
Journal Article,Ceven Y,Spectral decompositions and feasible directions in the axial three-index assignment problem,2000
Journal Article,"Prikazcikov VG,Loseva MV",An asymptotic error estimate for eigenvalues in the finite element method for the Sturm-Liouville problem,2000
Journal Article,Ikramov KD,On the rational computation of invariant subspaces of a complex matrix,2000
Journal Article,"Helmke U,Fuhrmann PA",Controllability of matrix eigenvalue algorithms: the inverse power method,2000
Journal Article,Voss H,A symmetry exploiting Lanczos method for symmetric Toeplitz matrices,2000
Journal Article,Baglama J,Dealing with linear dependence during the iterations of the restarted block Lanczos methods,2000
Journal Article,"Noschese S,Pasquini L",Condition and stability problems,2000
Journal Article,"Bergamaschi L,Pini G,Sartoretto F",Parallel flow evaluation and preconditioning of gradient eigensolvers,2000
Journal Article,"Heuveline V,Bertsch C",On multigrid methods for the eigenvalue computation of nonselfadjoint elliptic operators,2000
Journal Article,"Bronowicka-Mielniczuk U,Mielniczuk J,Przybysz T",Efficiency of cropping system designs via base contrast,2000
Journal Article,Del Corso GM,Randomized error estimation for eigenvalue approximation,2000
Journal Article,"Zheng ZC,Li HB,Wu XH",The Collatz inclusion theorem extended for generalized eigenvalue problems,2000
Journal Article,"Rojas M,Santos SA,Sorensen DC",A new matrix-free algorithm for the large-scale trust-region subproblem,2000-01
Journal Article,"Hwang KS,Tsai MC,Chang FC",A novel approach to determination of a transition function with repeated eigenvalues constant matrix,2000
Journal Article,Benner P,Symplectic balancing of Hamiltonian matrices,2000
Journal Article,Meerbergen K,Locking and restarting quadratic eigenvalue solvers,2000
Journal Article,Andrew AL,Twenty years of asymptotic correction for eigenvalue computation,2000
Journal Article,"Eiter T,Gottlob G",Complexity results for some eigenvector problems,2000
Journal Article,"Chaitin-Chatelin F,Harrabi A,Ilahi A",About Hoelder condition numbers and the stratification diagram for defective eigenvalues,2000
Journal Article,Zhang J,Convergence of algorithms for finding eigenvectors,2000
Journal Article,"Xie DX,Ding YC",The estimation of eigenvalues for bisymmetric matrices,2000
Journal Article,Ikramov KD,Eigenvectors and the diagonalizability of HST-matrices,2000
Book,Fassbender H,Symplectic methods for the symplectic eigenproblem,2000
Journal Article,Basermann A,Parallel block ILUT/ILDLT preconditioning for sparse eigenproblems and sparse linear systems,2000
Journal Article,"Dimov I,Karaivanova A",Statistical numerical methods for eigenvalue problem. Parallel implementation,2000
Journal Article,Matejas J,Quadratic convergence of scaled matrices in Jacobi method,2000
Journal Article,"Van de Velden M,Neudecker H",On an eigenvalue property relevant in correspondence analysis and related methods,2000
Journal Article,"Bondyfalat D,Mourrain B,Pan V",Computation of a specified root of a polynomial system of equations using eigenvectors,2000
Journal Article,"Drmac Z,Jessup E",On accurate quotient singular value computation in floating-point arithmetic,2000
Journal Article,"Van Dorsselaer JL,Hochstenbach ME,Van der Vorst H",Computing probabilistic bounds for extreme eigenvalues of symmetric matrices with the Lanczos method,2000
Journal Article,"Kuo SR,Yeih W,Wu YC",Applications of the generalized singular-value decomposition method on the eigenproblem using the incomplete boundary element formulation,2000
Journal Article,"Golub G,Ye Q",Inexact inverse iteration for generalized eigenvalue problems,2000
Journal Article,"Plemmons RJ,Pauca VP",Some computational problems arising in adaptive optics imaging systems,2000
Journal Article,"Eiermann M,Ernst OG,Schneider O",Analysis of acceleration strategies for restarted minimal residual methods,2000
Journal Article,"Sameh A,Tong Z",The trace minimization method for the symmetric generalized eigenvalue problem,2000
Journal Article,Ipsen IC,An overview of relative $\sin \Theta $ theorems for invariant subspaces of complex matrices,2000
Journal Article,Morgan R,Preconditioning eigenvalues and some comparison of solvers,2000
Journal Article,Watkins D,$QR$-like algorithms for eigenvalue problems,2000
Journal Article,"Golub G,Van der Vorst H",Eigenvalue computation in the 20th century,2000
Journal Article,Yamamoto N,Convenient methods for verification of the accuracy of eigenvalues of symmetric matrices,2000
Journal Article,"Hu XY,Zhang L,Peng ZY",The construction of a Jacobi matrix from its defective eigen-pair and a principal submatrix,2000
Journal Article,"Xing W,Zhang Q,Wang Q",A trace bound for a general square matrix product,2000
Journal Article,Ishihara K,Iterative methods for eigenvalue problems of a general complex matrix,2000
Journal Article,"Tyrtyshnikov EE,Chan RH",Spectral equivalence and proper clusters for matrices from the boundary element method,2000
Journal Article,Oustry F,A second-order bundle method to minimize the maximum eigenvalue function,2000
Journal Article,"Benaini A,Laiymani D",A multi-phase parallel algorithm for the eigenelements problem,2000
Book,,Templates for the solution of algebraic eigenvalue problems,2000
Journal Article,Biberdorf EA,A criterion for the dichotomy of roots of a polynomial on the unit circle,2000
Journal Article,MacCluer CR,The many proofs and applications of Perron's theorem,2000
Journal Article,"Benner P,Fassbender H",An implicitly restarted symplectic Lanczos method for the symplectic eigenvalue problem,2000
Journal Article,"Chan RH,Potts D,Steidl G",Preconditioners for nondefinite Hermitian Toeplitz systems,2000
Journal Article,Nikolajsen JL,An improved Laguerre eigensolver for unsymmetric matrices,2000
Journal Article,Xie DX,Least-squares solution for inverse eigenpair problem of nonnegative definite matrices,2000
Journal Article,"Blouza A,Coquel F,Hamel F",Reduction of linear kinetic systems with multiple scales,2000
Journal Article,"Luk FT,Qiao S",A fast eigenvalue algorithm for Hankel matrices,2000
Journal Article,"Badia JM,Vidal AM",Exploiting the Laguerre iteration for solving the symmetric tridiagonal eigenproblem,2000
Journal Article,"Wu K,Simon H",Thick-restart Lanczos method for large symmetric eigenvalue problems,2000
Journal Article,"Chan RH,Yip AM,Ng M",The best circulant preconditioners for Hermitian Toeplitz systems,2000
Journal Article,"Kagstroem B,Wiberg P",Extracting partial canonical structure for large scale eigenvalue problems,2000
Journal Article,Fassbender H,Error analysis of the symplectic Lanczos method for the symplectic eigenvalue problem,2000
Journal Article,"Liu H,Liu S",A counterexample of the convexity of sums of singular values,2000
Journal Article,Chandrasekaran S,An efficient and stable algorithm for the symmetric-definite generalized eigenvalue problem,2000
Journal Article,"Higham NJ,Tisseur F","A block algorithm for matrix 1-norm estimation, with an application to 1-norm pseudospectra",2000
Journal Article,Plestenjak B,A continuation method for a right definite two-parameter eigenvalue problem,2000
Journal Article,"Chu D,De Lathauwer L,De Moor B",On the computation of the restricted singular value decomposition via the cosine-sine decomposition,2000
Journal Article,"Stewart M,Van Dooren P",Updating a generalized URV decomposition,2000
Journal Article,Watkins D,Performance of the QZ algorithm in the presence of infinite eigenvalues,2000
Journal Article,Sun JG,Condition number and backward error for the generalized singular value decomposition,2000
Journal Article,Kuijlaars AB,Which eigenvalues are found by the Lanczos method?,2000
Journal Article,"Golub G,Solna K,Van Dooren P",Computing the SVD of a general matrix product/quotient,2000
Journal Article,"Zhao ZY,Luo YH,Shen SY",Neuron computation methods on calculating eigenvectors,2000
Journal Article,"Zhang L,Xie DX,Hu XY",The inverse eigenvalue problems of bisymmetric matrices on the linear manifolds,2000
Journal Article,"Sleijpen GL,Van der Vorst H",A Jacobi-Davidson iteration method for linear eigenvalue problems,2000
Journal Article,Jarre F,Eigenvalue problems and nonconvex minimization,2000
Journal Article,"Helmberg C,Oustry F",Bundle methods to minimize the maximum eigenvalue function,2000
Journal Article,Dai H,Two algorithms for symmetric linear systems with multiple right-hand sides,2000
Journal Article,Li L,New results on estimates for singular values,2000
Journal Article,Shen J,A geometric approach to ergodic non-homogeneous Markov chains,2000
Journal Article,Maesumi M,Calculating the spectral radius of a set of matrices,2000
Journal Article,Wang X,An analysis of the eigenvalue problem of periodic structures by the Lanczos method,2000
Journal Article,"Chen Q,Zhou X",Characterization of joint spectral radius via trace,2000
Journal Article,"Yu CH,Axelsson O",A process for solving a few extreme eigenpairs of large sparse positive definite generalized eigenvalue problem,2000
Journal Article,"Dai H,Lancaster P",Preconditioning block Lanczos algorithm for solving symmetric eigenvalue problems,2000
Journal Article,Oliveira S,Using graph theory to improve some algorithms in scientific computing,2000
Journal Article,"Matveeva II,Novozhilova EY",On a matrix spectrum belonging to the left half-plane,2000
Journal Article,Arbenz P,Towards an efficient implementation of the eigenstate expansion method for quantum molecular dynamics simulations,2000
Journal Article,"Tuckerman LS,Bertagnolio F,Daube O,Le Quere P,Barkley D",Stokes preconditioning for the inverse Arnoldi method,2000
